property_id,state,city,price,area_sqft,bedrooms,bathrooms,lot_size_acres,year_built,rental_income,mainroad_access,airconditioning,garage_parking,school_rating,walkability_score,preferred_area,tax_rate,maintenance_cost
2203,Florida,Tampa,419360,1462,3,4,1.44,2007,629.04,Yes,No,2,9,93,No,1.5,5389
2204,Florida,Orlando,598432,1284,1,3,0.43,2022,1496.08,No,Yes,0,6,92,No,0.5,4037
2205,California,San Diego,732321,3313,2,3,1.61,1976,2196.963,Yes,Yes,2,8,83,Yes,1.5,1524
2206,California,San Francisco,1154042,1637,5,3,1.62,2010,1731.063,Yes,No,1,10,78,No,2.5,3488
2207,Florida,Orlando,315565,3537,5,3,1.22,1992,788.9125,Yes,Yes,1,8,13,No,2.5,1417
2208,New York,Albany,356995,3463,5,2,1.03,1971,1070.9850000000001,Yes,No,2,8,29,No,0.5,3445
2209,Texas,San Antonio,465066,940,4,4,0.99,2021,697.599,No,Yes,1,1,35,No,2.5,4407
2210,California,Los Angeles,1525840,1203,1,3,0.9,2002,3814.6,Yes,No,2,10,41,Yes,0.5,4414
2211,California,Sacramento,630324,2406,1,1,0.27,1987,1890.972,Yes,Yes,1,10,61,Yes,0.5,1634
2212,Florida,Orlando,414794,1333,2,3,1.35,2013,622.191,No,No,3,2,2,Yes,1.5,3144
2213,Texas,Dallas,807228,2096,4,3,1.2,1976,2018.07,Yes,No,2,2,66,No,0.5,1025
2214,Florida,Tampa,584068,3466,2,4,0.13,1993,1752.204,Yes,No,2,8,26,No,0.5,4232
2215,Texas,Houston,619642,3554,1,3,0.49,1980,929.463,Yes,No,1,4,1,Yes,1.5,2573
2216,Texas,San Antonio,580920,1731,5,2,0.93,1981,1452.3,Yes,Yes,3,3,92,No,2.5,5302
2217,Texas,Houston,423675,1954,4,4,1.81,1987,1271.025,Yes,No,3,9,37,Yes,1.5,1830
2218,California,San Francisco,2110287,1139,4,4,1.98,2006,3165.4305,No,Yes,1,5,98,Yes,0.5,4846
2219,New York,Albany,342530,3086,4,3,1.53,1970,856.325,Yes,No,3,2,24,No,0.5,1883
2220,Florida,Miami,710339,2332,5,2,1.52,2022,2131.017,No,Yes,3,10,49,No,0.5,1831
2221,New York,Rochester,399090,3635,4,4,0.89,1970,598.635,Yes,No,2,2,60,Yes,0.5,1879
2222,Florida,Tampa,390376,2335,3,1,1.18,1996,975.94,Yes,No,2,5,93,Yes,1.5,1030
2223,Texas,Houston,489814,3313,4,3,0.54,1978,1469.442,No,Yes,3,1,92,No,2.5,3105
2224,California,Los Angeles,812437,3031,5,4,1.5,1970,1218.6555,No,No,2,8,98,No,0.5,1021
2225,New York,New York City,862146,3229,4,3,0.21,1997,2155.3650000000002,No,Yes,0,5,97,No,1.5,5281
2226,California,San Francisco,1027618,2807,3,1,0.89,1981,3082.8540000000003,Yes,No,1,6,38,No,0.5,1825
2227,Florida,Orlando,481839,3079,3,3,1.68,2018,722.7585,No,Yes,1,7,34,No,2.5,5142
2228,California,San Diego,609705,2019,4,3,1.96,1985,1524.2625,Yes,No,2,7,69,No,2.5,4690
2229,California,San Francisco,1219288,2589,1,2,1.42,2018,3657.864,No,No,2,7,94,Yes,0.5,2740
2230,New York,Buffalo,280912,1214,1,2,0.47,1976,421.368,No,No,1,9,86,Yes,2.5,3496
2231,Texas,San Antonio,563894,1087,2,1,1.19,2004,1409.7350000000001,No,No,2,9,3,Yes,1.5,2165
2232,California,San Francisco,1484172,1812,3,2,1.16,2010,4452.5160000000005,No,Yes,2,6,29,Yes,1.5,4888
2233,Texas,San Antonio,294379,2041,1,4,1.93,1992,441.56850000000003,Yes,Yes,0,5,31,No,1.5,4129
2234,Florida,Orlando,352682,2990,2,2,1.7,2004,881.705,No,No,1,8,94,Yes,2.5,1518
2235,California,San Diego,795785,1984,1,4,0.19,1985,2387.355,No,Yes,0,5,93,Yes,0.5,3095
2236,New York,New York City,1954470,2756,4,1,0.52,2017,2931.705,No,Yes,0,3,31,Yes,0.5,5281
2237,Florida,Tampa,537991,1448,3,1,1.7,2011,1344.9775,Yes,No,2,4,88,No,2.5,4166
2238,Florida,Orlando,360384,900,1,3,1.95,1977,1081.152,No,Yes,2,9,23,No,1.5,5782
2239,New York,New York City,1979088,1991,4,4,0.66,2017,2968.632,Yes,Yes,3,3,48,No,0.5,4086
2240,California,Los Angeles,1637560,3926,2,3,1.41,1985,4093.9,Yes,Yes,0,5,38,Yes,2.5,1840
2241,California,Los Angeles,1869859,1939,4,3,0.68,1975,5609.577,Yes,Yes,2,9,53,No,2.5,2582
2242,Florida,Jacksonville,299506,1304,2,3,0.18,2005,449.259,No,Yes,3,4,49,No,0.5,1735
2243,California,San Diego,839173,3742,1,4,1.68,2000,2097.9325,No,No,0,4,34,No,1.5,3029
2244,Texas,San Antonio,434697,868,5,2,1.5,2016,1304.0910000000001,No,Yes,0,1,88,Yes,1.5,3241
2245,New York,New York City,940251,2124,4,4,0.2,1997,1410.3765,No,No,0,10,25,No,0.5,2727
2246,Texas,Dallas,923743,3880,5,2,0.38,2004,2309.3575,No,Yes,3,2,2,Yes,1.5,2200
2247,California,San Diego,1493081,1077,3,4,2.0,1986,4479.243,No,No,0,1,70,No,2.5,2798
2248,Florida,Orlando,792426,775,5,1,1.34,2016,1188.6390000000001,No,Yes,1,3,41,Yes,0.5,5839
2249,New York,Albany,311955,838,3,1,1.62,1999,779.8875,No,Yes,1,2,58,No,1.5,1145
2250,California,Sacramento,645144,3540,1,2,0.84,2021,1935.432,No,Yes,3,4,96,Yes,0.5,1346
2251,California,San Francisco,1400414,2568,1,3,1.08,1978,2100.621,No,No,1,3,77,Yes,1.5,2761
2252,Florida,Jacksonville,556732,1209,4,3,1.28,1992,1391.83,No,Yes,3,3,16,No,1.5,5676
2253,Florida,Miami,904982,3506,5,3,1.63,2014,2714.946,No,No,0,8,90,No,2.5,3682
2254,Texas,Houston,396626,2387,3,3,0.74,1970,594.939,No,No,0,3,10,No,1.5,1588
2255,New York,Albany,484642,1091,3,4,1.38,1981,1211.605,Yes,Yes,2,5,4,No,1.5,4459
2256,New York,Buffalo,269874,2746,5,1,1.57,1986,809.6220000000001,Yes,No,1,8,14,Yes,2.5,5499
2257,Florida,Tampa,727261,928,1,4,1.63,2015,1090.8915,Yes,Yes,2,5,24,Yes,1.5,3425
2258,Texas,San Antonio,396216,3997,1,4,1.05,2002,990.5400000000001,Yes,No,3,7,87,Yes,2.5,4675
2259,New York,Rochester,394856,1044,3,4,1.0,1991,1184.568,No,No,1,10,75,Yes,0.5,5005
2260,Florida,Orlando,367959,2289,4,2,0.3,1979,551.9385,Yes,Yes,2,5,8,No,0.5,5454
2261,California,San Diego,1132560,1597,1,1,1.05,1995,2831.4,Yes,Yes,2,10,6,Yes,2.5,5279
2262,New York,Buffalo,332645,2942,2,2,1.43,1983,997.9350000000001,No,Yes,3,8,98,No,2.5,2948
2263,Texas,Austin,524419,1041,3,3,1.85,1994,786.6285,Yes,No,1,5,37,Yes,2.5,4869
2264,Texas,Houston,791986,1394,5,1,0.34,2016,1979.9650000000001,Yes,Yes,3,2,97,Yes,1.5,5742
2265,Texas,Houston,348555,2431,5,2,1.94,1980,1045.665,No,No,1,9,55,No,0.5,2317
2266,California,San Francisco,1136248,1490,3,2,0.54,1988,1704.372,No,No,2,6,74,No,0.5,1140
2267,New York,Albany,467233,2678,3,4,0.43,2012,1168.0825,Yes,No,2,4,100,No,0.5,5646
2268,New York,New York City,1518800,1754,1,2,0.32,2020,4556.400000000001,Yes,Yes,2,5,7,No,1.5,4646
2269,California,San Francisco,2170658,2351,3,2,1.98,1997,3255.987,Yes,No,3,10,51,No,1.5,3030
2270,New York,Rochester,396236,3085,3,3,1.17,1996,990.59,Yes,Yes,3,8,81,Yes,0.5,1599
2271,California,San Diego,1070974,1949,2,3,0.61,1980,3212.922,No,Yes,1,3,84,No,0.5,4233
2272,California,Sacramento,425379,3938,5,2,0.7,1991,638.0685,No,Yes,3,3,28,No,2.5,2167
2273,California,San Diego,822261,2933,1,2,1.91,1994,2055.6525,Yes,No,3,7,88,No,1.5,3984
2274,Texas,Dallas,680512,890,4,2,1.81,1999,2041.536,No,Yes,0,1,38,No,1.5,1584
2275,New York,Buffalo,363843,967,1,4,0.76,1988,545.7645,No,No,2,9,73,Yes,1.5,2200
2276,California,San Diego,1058166,1085,5,4,0.22,2008,2645.415,Yes,No,0,9,54,Yes,0.5,3090
2277,New York,Rochester,421317,3202,4,4,1.68,1976,1263.951,Yes,Yes,1,2,94,Yes,0.5,2839
2278,Texas,Dallas,967615,767,3,3,1.84,1975,1451.4225000000001,Yes,No,2,4,39,Yes,0.5,3507
2279,California,San Diego,1301814,2484,2,1,1.69,1978,3254.535,Yes,No,1,9,53,No,1.5,2517
2280,Florida,Orlando,655931,2390,2,4,1.83,1987,1967.7930000000001,Yes,No,0,4,36,No,2.5,2077
2281,Texas,Dallas,916596,3841,5,4,1.19,2000,1374.894,Yes,No,1,8,17,Yes,0.5,3057
2282,Florida,Jacksonville,427813,3418,5,2,1.7,1975,1069.5325,No,No,3,3,62,Yes,1.5,5854
2283,New York,New York City,1356265,677,2,4,1.89,2015,4068.795,Yes,No,2,4,16,Yes,1.5,4964
2284,New York,Albany,306714,3498,4,1,1.79,2022,460.071,Yes,Yes,2,1,62,Yes,2.5,4229
2285,Texas,Houston,406680,1708,4,3,1.22,1991,1016.7,No,Yes,1,4,34,No,1.5,3244
2286,New York,Albany,377237,1491,1,4,1.52,1978,1131.711,Yes,Yes,1,6,7,No,1.5,5815
2287,Florida,Miami,908107,1260,3,3,1.47,2000,1362.1605,No,No,2,10,91,No,2.5,3821
2288,California,Los Angeles,1376587,1824,4,4,1.63,1991,3441.4675,Yes,Yes,1,7,7,No,2.5,2193
2289,California,Los Angeles,1701174,1188,3,3,0.53,2022,5103.522,No,Yes,1,6,49,Yes,0.5,5061
2290,California,Los Angeles,1268668,3409,5,3,0.1,1990,1903.002,Yes,No,2,4,96,Yes,2.5,4677
2291,Texas,Austin,568446,1164,4,4,1.07,2004,1421.115,Yes,No,1,8,80,Yes,1.5,1985
2292,New York,Albany,361516,3459,4,4,1.55,1998,1084.548,Yes,Yes,1,7,83,No,0.5,1269
2293,Florida,Miami,1149511,901,4,3,0.34,1990,1724.2665,Yes,No,2,1,26,Yes,1.5,1125
2294,New York,Albany,475322,2940,1,1,1.11,2022,1188.305,Yes,No,3,1,65,Yes,1.5,2052
2295,New York,Rochester,417188,893,5,1,0.7,2004,1251.564,No,Yes,0,9,30,No,0.5,2936
2296,New York,New York City,1932097,708,2,1,1.69,1992,2898.1455,Yes,No,3,9,43,No,0.5,5194
2297,California,Sacramento,815367,3012,1,1,0.29,2009,2038.4175,Yes,Yes,3,9,79,Yes,1.5,1809
2298,Florida,Orlando,687817,3247,1,4,1.71,2013,2063.451,No,No,3,8,54,No,1.5,2442
2299,Florida,Jacksonville,321366,3325,4,2,1.26,1992,482.04900000000004,Yes,Yes,1,9,67,Yes,2.5,2139
2300,New York,New York City,1118339,2117,1,3,1.85,1987,2795.8475,Yes,No,3,1,20,Yes,1.5,2499
2301,California,San Diego,1470442,3938,2,1,1.88,1992,4411.326,No,No,0,2,83,Yes,2.5,5183
2302,California,Sacramento,602088,2740,1,1,1.64,1970,903.1320000000001,No,No,3,9,27,No,1.5,1055
2303,Florida,Tampa,556051,2308,1,2,1.11,2020,1390.1275,Yes,No,1,4,1,Yes,0.5,1190
2304,California,San Francisco,1185406,3735,4,2,0.37,2013,3556.218,Yes,Yes,3,10,45,No,1.5,4264
2305,California,Sacramento,498474,1027,5,4,0.53,1989,747.711,Yes,No,2,5,52,Yes,0.5,1409
2306,California,Sacramento,529986,1237,2,3,0.89,1985,1324.965,No,Yes,2,1,13,No,1.5,3094
2307,Texas,Austin,1092633,3015,4,3,1.49,1978,3277.899,Yes,Yes,1,2,63,No,0.5,3836
2308,New York,Buffalo,370833,704,1,2,1.14,1994,556.2495,No,No,1,2,33,No,2.5,3978
2309,Florida,Orlando,422617,2856,2,2,0.93,2007,1056.5425,No,Yes,3,5,63,No,1.5,3729
2310,Florida,Miami,658002,3659,3,2,1.01,1994,1974.006,No,No,3,5,43,No,2.5,2252
2311,Texas,Houston,359117,3121,1,4,1.51,2007,538.6755,No,Yes,0,9,24,No,2.5,5996
2312,New York,Albany,323095,1684,5,3,0.17,1976,807.7375000000001,Yes,Yes,3,5,75,No,1.5,5269
2313,Florida,Jacksonville,458554,611,1,2,0.94,2015,1375.662,No,No,2,10,69,Yes,0.5,5538
2314,California,Sacramento,403991,3113,5,1,1.19,1985,605.9865,No,No,3,8,96,Yes,1.5,1800
2315,Florida,Tampa,373519,1248,3,3,1.22,2004,933.7975,Yes,Yes,3,8,62,No,2.5,3124
2316,California,San Francisco,1813089,3866,4,3,1.28,2000,5439.267,No,Yes,0,3,99,Yes,0.5,2684
2317,Texas,San Antonio,512970,3745,4,1,0.2,1970,769.455,No,Yes,3,3,83,No,2.5,4105
2318,California,San Francisco,1173697,1474,4,1,1.16,1989,2934.2425,No,No,2,3,61,No,2.5,4179
2319,Florida,Miami,1042089,3033,2,3,1.15,2018,3126.2670000000003,Yes,No,3,5,65,Yes,0.5,2251
2320,Florida,Orlando,723062,3807,5,3,1.72,1996,1084.593,Yes,No,3,1,15,Yes,1.5,3989
2321,Florida,Tampa,389566,1483,1,2,1.54,1970,973.915,Yes,No,2,10,83,No,0.5,3179
2322,Texas,Dallas,559435,1154,2,4,0.16,2006,1678.305,No,No,0,8,4,No,2.5,4869
2323,Texas,Austin,892938,2059,2,4,1.16,1993,1339.407,Yes,Yes,0,5,89,No,0.5,4238
2324,New York,Rochester,386208,3710,1,2,1.41,2018,965.52,No,Yes,2,4,46,Yes,1.5,4820
2325,Florida,Tampa,891709,3301,3,1,1.2,1974,2675.127,No,Yes,1,10,100,Yes,1.5,2888
2326,California,Los Angeles,1056080,1943,4,1,1.39,1980,1584.1200000000001,Yes,Yes,1,3,8,No,2.5,1148
2327,Texas,San Antonio,507230,2494,3,1,0.32,2004,1268.075,Yes,No,3,1,45,No,2.5,3595
2328,Florida,Tampa,428027,3512,3,1,0.42,1998,1284.0810000000001,Yes,No,1,9,26,No,1.5,5792
2329,Florida,Jacksonville,257546,1588,4,2,1.21,1992,386.319,No,Yes,2,9,100,No,2.5,2924
2330,Texas,Austin,833583,2179,3,3,1.62,1979,2083.9575,No,No,2,2,18,No,2.5,5196
2331,New York,Buffalo,377695,952,2,2,0.15,1999,1133.085,Yes,Yes,2,5,28,Yes,1.5,1182
2332,Texas,Dallas,792353,3161,1,1,0.93,2000,1188.5295,No,No,1,2,97,No,0.5,5717
2333,Texas,Austin,771969,2106,2,2,1.98,1993,1929.9225000000001,Yes,Yes,0,8,100,Yes,0.5,3158
2334,California,Los Angeles,1789327,3451,2,4,1.55,1983,5367.981,Yes,Yes,1,1,69,No,1.5,3537
2335,California,San Diego,841569,2629,5,4,0.96,2020,1262.3535,Yes,No,3,9,100,Yes,0.5,1084
2336,New York,Rochester,284173,2446,4,1,0.29,1980,710.4325,No,No,2,5,51,No,0.5,3692
2337,Florida,Tampa,611536,2990,4,2,0.78,1970,1834.608,No,No,1,7,28,No,0.5,2730
2338,Texas,Austin,817763,3996,2,4,0.39,2013,1226.6445,Yes,No,2,3,81,Yes,1.5,5276
2339,New York,Buffalo,283114,2983,4,3,1.85,1995,707.785,Yes,Yes,2,6,78,No,2.5,5868
2340,California,San Diego,969215,3967,5,1,1.4,1989,2907.645,No,Yes,0,9,57,No,0.5,2679
2341,Texas,San Antonio,546518,2671,1,2,1.73,1971,819.777,Yes,Yes,0,9,29,No,0.5,2043
2342,Florida,Orlando,754929,1484,3,1,1.81,2002,1887.3225,Yes,No,3,10,53,Yes,0.5,1122
2343,California,San Francisco,2375088,2065,4,4,1.25,2016,7125.264,Yes,No,2,1,79,No,0.5,3197
2344,California,San Diego,1394748,2751,2,3,0.11,2014,2092.122,No,Yes,1,2,67,Yes,2.5,5280
2345,California,Sacramento,672700,1173,4,4,1.16,2014,1681.75,Yes,Yes,1,10,3,No,2.5,4090
2346,New York,Rochester,391130,2288,2,1,1.62,2014,1173.39,No,No,3,5,19,No,1.5,4586
2347,Florida,Orlando,404554,1374,3,3,0.7,1986,606.831,No,Yes,0,5,55,No,2.5,5137
2348,Texas,Dallas,631059,3965,4,2,1.86,1975,1577.6475,Yes,No,2,8,97,Yes,1.5,4355
2349,New York,Rochester,406554,3534,3,4,1.99,1981,1219.662,Yes,No,0,5,100,Yes,1.5,5709
2350,New York,Rochester,294494,842,2,3,1.14,1984,441.741,No,Yes,0,6,26,Yes,1.5,1900
2351,New York,Albany,456077,2989,5,1,1.11,1972,1140.1925,Yes,No,2,1,39,Yes,0.5,4879
2352,California,San Diego,1471103,3280,5,2,1.34,1991,4413.309,No,No,0,6,16,No,2.5,3248
2353,Florida,Orlando,782640,1464,1,1,1.18,2007,1173.96,No,Yes,1,4,88,No,2.5,1697
2354,New York,Rochester,282481,2820,2,1,0.4,1990,706.2025,Yes,Yes,0,10,93,No,0.5,5079
2355,Texas,San Antonio,278401,2039,2,2,0.62,2004,835.203,Yes,No,2,10,40,Yes,2.5,5836
2356,Florida,Miami,1064719,2750,2,3,0.48,2013,1597.0785,No,Yes,3,1,91,Yes,0.5,5362
2357,Texas,San Antonio,576603,2807,5,3,0.24,2012,1441.5075,Yes,Yes,3,4,71,No,1.5,2181
2358,Florida,Tampa,702617,3928,5,2,0.37,1996,2107.851,No,Yes,1,10,9,No,1.5,1118
2359,Texas,Houston,423311,1313,5,2,1.95,1975,634.9665,No,No,1,1,45,Yes,2.5,3919
2360,California,San Diego,848482,3204,4,1,1.15,1980,2121.205,Yes,Yes,3,8,4,Yes,0.5,3535
2361,New York,Albany,420327,1175,4,1,0.34,1986,1260.981,Yes,No,1,9,62,No,1.5,5758
2362,Texas,Houston,741720,2843,5,4,1.45,2005,1112.58,No,No,0,6,98,Yes,2.5,1564
2363,Florida,Miami,896439,1588,3,2,1.01,2000,2241.0975,Yes,No,3,5,71,No,1.5,3326
2364,New York,Rochester,290149,2014,4,4,0.53,2012,870.447,No,No,3,9,68,Yes,1.5,5928
2365,New York,Rochester,262863,3581,4,2,1.89,1982,394.2945,No,Yes,1,5,73,No,2.5,5370
2366,Florida,Jacksonville,410636,669,4,4,0.53,2017,1026.59,Yes,Yes,2,5,2,Yes,2.5,4849
2367,Texas,Dallas,946787,1442,4,1,0.29,1998,2840.361,Yes,Yes,1,1,56,Yes,2.5,3650
2368,California,Los Angeles,1151362,2894,1,1,0.49,2007,1727.0430000000001,Yes,No,2,7,55,No,2.5,3152
2369,California,San Francisco,1556420,2976,4,3,1.83,1989,3891.05,Yes,Yes,3,1,27,Yes,0.5,3007
2370,Texas,Austin,626272,2805,3,4,1.73,2007,1878.816,No,Yes,2,3,96,No,0.5,5835
2371,New York,Albany,435605,1517,1,2,1.8,2018,653.4075,Yes,No,3,3,20,No,2.5,3437
2372,New York,Rochester,330096,3345,4,4,1.84,2004,825.24,Yes,No,0,2,57,No,2.5,3777
2373,New York,Albany,465481,1342,2,1,0.25,2008,1396.443,Yes,No,1,6,85,No,0.5,5435
2374,New York,Buffalo,354059,3232,1,3,1.45,1970,531.0885000000001,Yes,Yes,2,10,17,Yes,0.5,1332
2375,Texas,Austin,510633,654,4,4,1.36,2013,1276.5825,Yes,Yes,3,3,42,No,1.5,5142
2376,New York,Rochester,437279,3133,3,1,1.99,2019,1311.837,Yes,Yes,1,7,43,No,1.5,3040
2377,Florida,Miami,681607,3914,5,2,1.46,1982,1022.4105000000001,Yes,Yes,3,4,51,No,2.5,1420
2378,New York,Rochester,253996,2437,4,3,1.6,1996,634.99,Yes,No,2,3,13,Yes,0.5,4363
2379,California,San Francisco,1131086,1976,2,1,1.46,1972,3393.2580000000003,No,No,3,3,24,Yes,0.5,2690
2380,New York,New York City,1797935,1009,3,2,1.28,1989,2696.9025,Yes,Yes,0,4,70,Yes,0.5,5609
2381,Texas,San Antonio,513818,3607,1,4,1.15,1997,1284.545,Yes,No,1,4,90,No,2.5,4545
2382,California,San Francisco,1431083,3552,3,2,1.94,1975,4293.249,Yes,Yes,3,7,32,No,1.5,5619
2383,Texas,San Antonio,307251,3374,4,2,1.88,2015,460.8765,No,No,1,7,55,Yes,2.5,4088
2384,Texas,Houston,682306,1638,2,2,0.93,2015,1705.765,No,No,3,10,66,Yes,1.5,5441
2385,California,Sacramento,548936,746,3,3,0.64,1978,1646.808,Yes,Yes,2,8,5,No,0.5,4708
2386,Texas,Austin,788465,2113,3,1,1.07,2014,1182.6975,Yes,No,2,4,5,Yes,0.5,2821
2387,Texas,Dallas,555154,2279,5,1,1.52,2002,1387.885,Yes,No,3,1,78,No,1.5,3321
2388,New York,Albany,340131,1648,5,2,0.86,1973,1020.393,Yes,Yes,0,3,6,Yes,2.5,5216
2389,Florida,Orlando,502565,2314,4,4,1.12,1982,753.8475,No,No,0,1,84,No,1.5,2950
2390,Texas,Austin,635282,2980,1,4,0.67,2021,1588.205,No,No,3,10,34,No,1.5,3488
2391,Texas,Houston,545152,1797,1,1,0.91,2007,1635.4560000000001,Yes,No,3,8,17,No,1.5,2474
2392,Texas,Austin,1139951,2398,2,4,1.92,1970,1709.9265,Yes,No,0,9,3,No,2.5,1585
2393,New York,Rochester,445658,2937,4,2,0.51,2015,1114.145,Yes,No,1,2,55,Yes,2.5,4752
2394,Florida,Tampa,485230,3217,1,1,1.98,1994,1455.69,Yes,Yes,2,2,33,No,2.5,5479
2395,California,Sacramento,521497,3438,3,1,0.51,1970,782.2455,No,No,2,8,73,Yes,2.5,5129
2396,New York,Albany,357852,3816,4,4,0.71,2001,894.63,Yes,No,1,6,70,No,1.5,1854
2397,New York,Albany,349339,3556,3,1,0.27,2011,1048.017,Yes,Yes,3,2,9,No,1.5,1020
2398,Florida,Jacksonville,532716,3793,2,3,1.53,2018,799.0740000000001,Yes,Yes,3,10,82,No,0.5,1425
2399,Florida,Tampa,525541,626,4,2,0.13,1988,1313.8525,Yes,No,3,5,8,No,1.5,3445
2400,New York,New York City,991933,3737,2,3,1.6,1986,2975.799,No,Yes,3,6,81,No,0.5,4185
2401,California,Sacramento,418456,1724,5,1,1.2,2021,627.684,No,No,1,6,25,No,2.5,1281
2402,New York,New York City,1642235,3573,2,4,1.52,2008,4105.5875,Yes,No,2,10,89,Yes,0.5,2506
2403,Florida,Orlando,627777,3035,5,3,1.59,2010,1883.3310000000001,Yes,No,3,7,9,Yes,0.5,4155
2404,California,San Francisco,1730379,3765,4,3,0.34,1981,2595.5685,Yes,No,2,4,59,No,0.5,1340
2405,Florida,Jacksonville,286232,1690,3,3,0.14,1989,715.58,Yes,Yes,1,3,73,No,1.5,2669
2406,California,San Francisco,1067323,849,3,4,0.42,1991,3201.969,No,No,1,3,68,No,1.5,1628
2407,Texas,Houston,715004,741,3,4,0.83,2014,1072.506,No,No,3,4,79,Yes,2.5,4387
2408,Florida,Miami,1287564,866,2,1,0.24,2000,3218.91,No,Yes,3,1,74,Yes,1.5,4835
2409,Florida,Orlando,508922,814,4,4,0.97,2003,1526.766,No,No,0,10,15,Yes,2.5,2023
2410,New York,Albany,431024,1088,4,3,0.64,1992,646.5360000000001,No,Yes,0,1,17,Yes,1.5,5786
2411,Florida,Miami,757075,1095,5,1,0.79,2013,1892.6875,Yes,Yes,0,7,38,Yes,0.5,4864
2412,Florida,Miami,1253132,1079,4,4,1.89,1988,3759.396,No,Yes,0,2,3,Yes,2.5,2244
2413,Texas,Dallas,649596,3290,3,2,1.48,2018,974.394,Yes,Yes,1,6,19,Yes,2.5,2294
2414,Florida,Jacksonville,525212,600,4,4,1.35,1971,1313.03,Yes,Yes,3,6,61,Yes,1.5,5639
2415,Texas,Dallas,579598,3680,5,4,1.34,1971,1738.794,No,No,3,3,21,No,2.5,2657
2416,Texas,Austin,952174,2503,4,1,1.16,2007,1428.261,Yes,Yes,0,5,54,Yes,2.5,3850
2417,Texas,Austin,615729,1440,4,1,1.07,2008,1539.3225,Yes,No,3,6,54,No,0.5,5324
2418,Texas,Dallas,476593,3027,3,1,1.78,2006,1429.779,Yes,Yes,3,10,1,No,0.5,5928
2419,California,Sacramento,455041,1443,4,2,0.24,1981,682.5615,No,Yes,2,6,88,Yes,1.5,4956
2420,New York,New York City,1125516,3815,2,2,0.65,1997,2813.79,No,No,0,4,18,Yes,0.5,3125
2421,California,San Francisco,1878531,2485,5,4,0.3,1980,5635.593,Yes,Yes,2,2,81,No,1.5,5613
2422,Florida,Jacksonville,314046,2949,5,4,0.12,2011,471.069,Yes,Yes,0,2,32,Yes,0.5,4232
2423,California,Sacramento,896885,1249,5,1,0.13,2018,2242.2125,No,Yes,3,4,93,Yes,2.5,1084
2424,California,San Francisco,2186737,2040,4,1,0.15,1998,6560.211,No,Yes,2,5,66,Yes,0.5,4083
2425,Florida,Orlando,578767,2493,2,2,1.4,1990,868.1505,No,No,2,2,64,No,2.5,5865
2426,Florida,Jacksonville,561785,3456,5,2,0.31,1998,1404.4625,No,No,0,8,67,No,1.5,5936
2427,Florida,Miami,774187,3850,1,1,0.48,1998,2322.561,Yes,Yes,3,10,60,No,0.5,5535
2428,California,San Diego,666572,1901,3,4,0.9,2009,999.8580000000001,No,Yes,2,5,7,Yes,2.5,4562
2429,California,San Francisco,1981640,3815,1,2,0.61,2011,4954.1,No,No,1,7,22,Yes,1.5,3263
2430,Florida,Tampa,831268,2986,1,1,1.65,1981,2493.804,No,Yes,1,6,38,Yes,2.5,3661
2431,New York,Albany,386700,2082,5,1,1.28,1971,580.0500000000001,Yes,No,1,6,72,No,2.5,5595
2432,New York,Rochester,307061,2325,1,1,0.73,2009,767.6525,Yes,Yes,3,3,99,No,2.5,1394
2433,Texas,Houston,417957,1954,1,2,0.7,2007,1253.871,Yes,No,1,10,68,Yes,2.5,2880
2434,Florida,Jacksonville,518266,1893,2,4,1.4,2002,777.399,Yes,Yes,1,3,21,Yes,1.5,4920
2435,Texas,Houston,818650,3646,3,2,0.42,2014,2046.625,Yes,No,2,2,37,No,0.5,2847
2436,New York,Albany,413993,3858,4,4,0.63,2015,1241.979,No,Yes,2,1,79,Yes,1.5,4243
2437,Texas,Houston,709366,3313,5,2,0.77,1979,1064.049,No,No,2,7,45,No,2.5,4994
2438,Florida,Jacksonville,337630,1795,5,1,0.96,2010,844.075,No,No,0,10,92,No,2.5,2157
2439,Florida,Miami,577228,1003,1,1,0.46,1980,1731.684,No,No,3,10,58,No,1.5,4791
2440,Florida,Jacksonville,524198,2091,4,3,0.4,1985,786.297,No,No,1,4,42,No,1.5,4169
2441,California,Los Angeles,1326055,2894,4,1,1.98,1977,3315.1375000000003,Yes,Yes,2,6,47,Yes,2.5,2236
2442,Texas,San Antonio,254708,2146,4,4,1.84,2016,764.124,No,Yes,3,5,69,Yes,0.5,5350
2443,New York,New York City,1376446,3206,5,1,1.09,2022,2064.669,No,Yes,0,10,33,No,1.5,3950
2444,New York,Buffalo,360364,3425,5,3,1.55,2015,900.91,Yes,No,0,7,60,Yes,2.5,5678
2445,New York,Rochester,278082,2452,2,1,1.38,1973,834.246,No,Yes,3,3,4,No,0.5,2013
2446,California,Sacramento,434024,710,5,1,0.24,2013,651.0360000000001,Yes,Yes,3,10,69,Yes,1.5,3971
2447,California,Los Angeles,1825951,3635,5,2,1.08,1997,4564.8775000000005,No,Yes,1,3,53,No,2.5,5783
2448,Florida,Orlando,585605,1412,2,4,0.45,1986,1756.815,No,No,2,1,67,Yes,1.5,1980
2449,New York,Albany,305351,3974,5,3,1.21,1987,458.0265,No,Yes,1,4,55,Yes,2.5,4841
2450,California,Sacramento,840247,1529,1,2,0.22,2022,2100.6175,No,No,0,8,85,No,2.5,2083
